id,Text,clean,cluster
1078,"Yep, by the pretty sculpture",yep by the pretty sculpture,6
1079,Convey my regards to him,convey my regards to him,6
1080,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,me too watching surya movie only after pm vijay movie pokkiri,6
1081,You tell what happen dont behave like this to me. Ok no need to say,you tell what happen dont behave like this to me ok no need to say,0
1082,Can u get pic msgs to your phone?,can u get pic msgs to your phone,6
1083,Send to someone else :-),send to someone else,6
1084,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,4
1085,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,for me the love should start with attraction i should feel that i need her every time around me she should be the first thing which comes in my thoughts i would start the day and end it with her she should be there every time i dream love will be then when my every breath has her name my life should happen around her my life will be named to her i would cry for her will give all my happiness and take all her sorrows i will be ready to fight with anyone for her i will be in love when i will be doing the craziest things for her love will be when i don t have to proove anyone that my girl is the most beautiful lady on the whole planet i will always be singing praises for her love will be when i start up making chicken curry and end up makiing sambar life will be the most beautiful then will get every morning and thank god for the day because she is with me i would like to say a lot will tell later,9
1086,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",fr ndship is like a needle of a clock though v r in d same clock v r nt able met evn if v meet itz only few seconds bt v alwys stay conected gud t,0
1087,I don't think he has spatula hands!,i don t think he has spatula hands,7
1088,You can never do NOTHING,you can never do nothing,6
1089,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,you are awarded a sipix digital camera call from landline delivery within days t cs box m bp yr warranty ppm p p,6
1090,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorning today i am late for lt decimal gt min,1
1091,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,win urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only ppm,6
1092,Please da call me any mistake from my side sorry da. Pls da goto doctor.,please da call me any mistake from my side sorry da pls da goto doctor,9
1093,Where r we meeting?,where r we meeting,6
1094,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",well the weather in cali s great but its complexities are great you need a car to move freely its taxes are outrageous but all in all its a great place the sad part is i missing home,5
1095,Now only i reached home. . . I am very tired now. . I will come tomorro,now only i reached home i am very tired now i will come tomorro,6
1096,Ryder unsold.now gibbs.,ryder unsold now gibbs,6
1097,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,dear subscriber ur draw gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to,6
1098,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,don t fret i ll buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal address u ll be alright okay,0
1099,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,no gifts you trying to get me to throw myself off a cliff or something,6
1100,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,been up to ne thing interesting did you have a good birthday when are u wrking nxt i started uni today,6
1101,You busy or can I come by at some point and figure out what we're doing tomorrow,you busy or can i come by at some point and figure out what we re doing tomorrow,6
1102,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary,6
1103,Black shirt n blue jeans... I thk i c Ì_...,black shirt n blue jeans i thk i c,6
1104,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,aiyah sorry lor i watch tv watch until i forgot check my phone,9
1105,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,message important information for o user today is your lucky day find out why log onto there is a fantastic surprise awaiting you,6
1106,on hen night. Going with a swing,on hen night going with a swing,5
1107,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",good afternoon my love how goes your day what are you up to i woke early and am online waiting for you hmmm italian boy is online i see grins,9
1108,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,from someone not to smoke when every time i ve smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,6
1109,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),no you ll just get a headache trying to figure it out u can trust me to do the math i promise o,4
1110,S s..first time..dhoni rocks...,s s first time dhoni rocks,6
1111,Ok ill tell the company,ok ill tell the company,8
1112,"Awesome, think we can get an 8th at usf some time tonight?",awesome think we can get an th at usf some time tonight,7
1113,So that means you still think of teju,so that means you still think of teju,7
1114,"No I'm good for the movie, is it ok if I leave in an hourish?",no i m good for the movie is it ok if i leave in an hourish,8
1115,No no:)this is kallis home ground.amla home town is durban:),no no this is kallis home ground amla home town is durban,6
1116,So lets make it saturday or monday as per convenience.,so lets make it saturday or monday as per convenience,6
1117,Hey... What time is your driving on fri? We go for evaluation on fri?,hey what time is your driving on fri we go for evaluation on fri,6
1118,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",you have won a price to claim call,6
1119,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,i m going lunch now wif my family then aft dat i go str orchard lor,5
1120,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",bored of speed dating try speedchat txt speedchat to if you don t like em txt swap and get a new chatter chat pobox w wq p msg rcd,0
